"Post code","Prefecture name","City name","Ward name","Town name"
6550041,Hyogo,Kobe,Tarumiku,Shinryodai
6550851,Hyogo,Kobe,Tarumiku,Shinwadai
6550865,Hyogo,Kobe,Tarumiku,Seigencho
6550038,Hyogo,Kobe,Tarumiku,Seiryodai
6550016,Hyogo,Kobe,Tarumiku,Takamaru
6550007,Hyogo,Kobe,Tarumiku,Tamondai
6550001,Hyogo,Kobe,Tarumiku,Tamoncho
6550011,Hyogo,Kobe,Tarumiku,Chidorigaoka
6550018,Hyogo,Kobe,Tarumiku,Chiyogaoka
6550853,Hyogo,Kobe,Tarumiku,Tsutsujigaoka
6550029,Hyogo,Kobe,Tarumiku,Tennoshitacho
6550034,Hyogo,Kobe,Tarumiku,Nakata
6550896,Hyogo,Kobe,Tarumiku,Nakamichi
6550048,Hyogo,Kobe,Tarumiku,Nishimaiko
6550042,Hyogo,Kobe,Tarumiku,Nishiwaki
6550015,Hyogo,Kobe,Tarumiku,Nodadori
6550021,Hyogo,Kobe,Tarumiku,Babadori
6550886,Hyogo,Kobe,Tarumiku,Higashitarumi
6550881,Hyogo,Kobe,Tarumiku,Higashitarumicho
6550047,Hyogo,Kobe,Tarumiku,Higashimaikocho
6550893,Hyogo,Kobe,Tarumiku,Hyuga
6550892,Hyogo,Kobe,Tarumiku,Hiraiso
6550013,Hyogo,Kobe,Tarumiku,Fukuda
6550032,Hyogo,Kobe,Tarumiku,Hoshigaoka
6550006,Hyogo,Kobe,Tarumiku,Hontamon
6550044,Hyogo,Kobe,Tarumiku,Maikozaka
6550046,Hyogo,Kobe,Tarumiku,Maikodai
6550051,Hyogo,Kobe,Tarumiku,Maitamonnishi
6550052,Hyogo,Kobe,Tarumiku,Maitamonhigashi
6550004,Hyogo,Kobe,Tarumiku,Manabigaoka
6550025,Hyogo,Kobe,Tarumiku,Mizugaoka
6550022,Hyogo,Kobe,Tarumiku,Mizuhodori
6550043,Hyogo,Kobe,Tarumiku,Minamitamondai
6550874,Hyogo,Kobe,Tarumiku,Miyamadai
6550028,Hyogo,Kobe,Tarumiku,Miyamotocho
6550852,Hyogo,Kobe,Tarumiku,Myodanicho
6550854,Hyogo,Kobe,Tarumiku,Momoyamadai
6550891,Hyogo,Kobe,Tarumiku,Yamate
6511100,Hyogo,Kobe,Kitaku,Ikanikeisaiganaibaai
6511231,Hyogo,Kobe,Kitaku,Aobadai
6511516,Hyogo,Kobe,Kitaku,Akamatsudai
6511321,Hyogo,Kobe,Kitaku,Arinodai
6511312,Hyogo,Kobe,Kitaku,Arinocho Arino
6511331,Hyogo,Kobe,Kitaku,Arinocho Karato
6511311,Hyogo,Kobe,Kitaku,Arinocho Niro
6511313,Hyogo,Kobe,Kitaku,Arinonakamachi
6511401,Hyogo,Kobe,Kitaku,Arimacho
6511141,Hyogo,Kobe,Kitaku,Izumidai
6511603,Hyogo,Kobe,Kitaku,Ogocho Ogo
6511604,Hyogo,Kobe,Kitaku,Ogocho Katsuo
6511601,Hyogo,Kobe,Kitaku,Ogocho Kitaso
6511616,Hyogo,Kobe,Kitaku,Ogocho Kitahata
6511614,Hyogo,Kobe,Kitaku,Ogocho Kizu
6511613,Hyogo,Kobe,Kitaku,Ogocho Gyonohara
6511622,Hyogo,Kobe,Kitaku,Ogocho Koda
6511611,Hyogo,Kobe,Kitaku,Ogocho Nakayama
6511623,Hyogo,Kobe,Kitaku,Ogocho Nose
6511615,Hyogo,Kobe,Kitaku,Ogocho Hagiwara
6511612,Hyogo,Kobe,Kitaku,Ogocho Higashibata
6511621,Hyogo,Kobe,Kitaku,Ogocho Mikage
6511602,Hyogo,Kobe,Kitaku,Ogocho Minamiso
6511206,Hyogo,Kobe,Kitaku,Oikemiyamadai
6511521,Hyogo,Kobe,Kitaku,Ozocho Ichihara
6511522,Hyogo,Kobe,Kitaku,Ozocho Kamiozo
6511523,Hyogo,Kobe,Kitaku,Ozocho Kanzuke
6511526,Hyogo,Kobe,Kitaku,Ozocho Sudare
6511524,Hyogo,Kobe,Kitaku,Ozocho Nakaozo
6511525,Hyogo,Kobe,Kitaku,Ozocho Hisaibara
6511222,Hyogo,Kobe,Kitaku,Ohara
6511144,Hyogo,Kobe,Kitaku,Owakidai
6511211,Hyogo,Kobe,Kitaku,Oguradai
6511255,Hyogo,Kobe,Kitaku,Kashiodai
6511223,Hyogo,Kobe,Kitaku,Katsuragi
6511514,Hyogo,Kobe,Kitaku,Kanokodaiminamimachi
6511513,Hyogo,Kobe,Kitaku,Kanokodaikitamachi
6511332,Hyogo,Kobe,Kitaku,Karatodai
6511334,Hyogo,Kobe,Kitaku,Karatorokkodai
6511131,Hyogo,Kobe,Kitaku,Kitagoyo
6511122,Hyogo,Kobe,Kitaku,Kimikagecho
6511304,Hyogo,Kobe,Kitaku,Kyoji
6511142,Hyogo,Kobe,Kitaku,Koeidai
6511515,Hyogo,Kobe,Kitaku,Kozudai
6511203,Hyogo,Kobe,Kitaku,Koyocho
6511213,Hyogo,Kobe,Kitaku,Koryocho
6511214,Hyogo,Kobe,Kitaku,Sakurashimmachi
6511106,Hyogo,Kobe,Kitaku,Shiawasenomura
6511306,Hyogo,Kobe,Kitaku,Shobugaoka
6511146,Hyogo,Kobe,Kitaku,Sugiodai
6511112,Hyogo,Kobe,Kitaku,Suzurandaihigashimachi
6511114,Hyogo,Kobe,Kitaku,Suzurandainishimachi
6511113,Hyogo,Kobe,Kitaku,Suzurandaiminamimachi
6511111,Hyogo,Kobe,Kitaku,Suzurandaikitamachi
6511121,Hyogo,Kobe,Kitaku,Seiwadai
6511145,Hyogo,Kobe,Kitaku,Soyamacho
6511245,Hyogo,Kobe,Kitaku,Tanigamihigashimachi
6511246,Hyogo,Kobe,Kitaku,Tanigaminishimachi
6511244,Hyogo,Kobe,Kitaku,Tanigamiminamimachi
6511212,Hyogo,Kobe,Kitaku,Tsukushigaoka
6511505,Hyogo,Kobe,Kitaku,Dojocho Kusakabe
6511502,Hyogo,Kobe,Kitaku,Dojocho Shiota
6511501,Hyogo,Kobe,Kitaku,Dojocho Dojo
6511504,Hyogo,Kobe,Kitaku,Dojocho Hirata
6691161,Hyogo,Kobe,Kitaku,Dojochoikuno(1172-Banchi)
6511503,Hyogo,Kobe,Kitaku,Dojochoikuno(Sonota)
6511103,Hyogo,Kobe,Kitaku,Nakazatocho
6511511,Hyogo,Kobe,Kitaku,Nagaocho Eibara
6511512,Hyogo,Kobe,Kitaku,Nagaocho Kozu
6511133,Hyogo,Kobe,Kitaku,Naruko
6511201,Hyogo,Kobe,Kitaku,Nishioike
6511305,Hyogo,Kobe,Kitaku,Nishiyama
6511354,Hyogo,Kobe,Kitaku,Hatacho Kamionada
6511352,Hyogo,Kobe,Kitaku,Hatacho Shimonada
6511343,Hyogo,Kobe,Kitaku,Hatacho Tsukumono
6511351,Hyogo,Kobe,Kitaku,Hatacho Naka
6511345,Hyogo,Kobe,Kitaku,Hatacho Nishibata
6511344,Hyogo,Kobe,Kitaku,Hatacho Byobu
6511341,Hyogo,Kobe,Kitaku,Hatacho Fukatani
6511342,Hyogo,Kobe,Kitaku,Hatacho Yanagidani
6511353,Hyogo,Kobe,Kitaku,Hatacho Yoshio
6511205,Hyogo,Kobe,Kitaku,Hanayamadai
6511202,Hyogo,Kobe,Kitaku,Hanayamanakaodai
6511204,Hyogo,Kobe,Kitaku,Hanayamahigashimachi
6511322,Hyogo,Kobe,Kitaku,Higashiarinodai
6511333,Hyogo,Kobe,Kitaku,Higashioike
6511233,Hyogo,Kobe,Kitaku,Hinomine
6511124,Hyogo,Kobe,Kitaku,Hiyodorikitamachi
6511123,Hyogo,Kobe,Kitaku,Hiyodoridai
6511125,Hyogo,Kobe,Kitaku,Hiyodoridaiminamimachi
6511301,Hyogo,Kobe,Kitaku,Fujiwaradaikitamachi
6511302,Hyogo,Kobe,Kitaku,Fujiwaradainakamachi
6511303,Hyogo,Kobe,Kitaku,Fujiwaradaiminamimachi
6511232,Hyogo,Kobe,Kitaku,Matsugaecho
6511147,Hyogo,Kobe,Kitaku,Matsumiyadai
6511221,Hyogo,Kobe,Kitaku,Midorimachi
6511132,Hyogo,Kobe,Kitaku,Minamigoyo
6511104,Hyogo,Kobe,Kitaku,Yamadachoaina
6511105,Hyogo,Kobe,Kitaku,Yamadacho Ogo
6511101,Hyogo,Kobe,Kitaku,Yamadacho Obu
6511241,Hyogo,Kobe,Kitaku,Yamadacho Oike
6511242,Hyogo,Kobe,Kitaku,Yamadacho Kamitanigami
6511261,Hyogo,Kobe,Kitaku,Yamadacho Sakamoto
6511102,Hyogo,Kobe,Kitaku,Yamadachoshimotanigami(Okamidani.Sh
6511102,Hyogo,Kobe,Kitaku,Nagaoyama.Futatabikoen)
6520071,Hyogo,Kobe,Kitaku,Yamadachoshimotanigami(Kikusuiyama.
6520071,Hyogo,Kobe,Kitaku,Nembutsudo.Hiyodorigoe)
6511243,Hyogo,Kobe,Kitaku,Yamadachoshimotanigami(Sonota)
6511264,Hyogo,Kobe,Kitaku,Yamadacho Tsukuhara
6511253,Hyogo,Kobe,Kitaku,Yamadacho Naka
6511263,Hyogo,Kobe,Kitaku,Yamadacho Nishishimo
6511252,Hyogo,Kobe,Kitaku,Yamadacho Harano
6511262,Hyogo,Kobe,Kitaku,Yamadacho Higashishimo
6511254,Hyogo,Kobe,Kitaku,Yamadacho Fukuchi
6511251,Hyogo,Kobe,Kitaku,Yamadacho Yozaemonshinden
6511143,Hyogo,Kobe,Kitaku,Wakabadai
6500000,Hyogo,Kobe,Chuoku,Ikanikeisaiganaibaai
6500025,Hyogo,Kobe,Chuoku,Aioicho
6500037,Hyogo,Kobe,Chuoku,Akashimachi
6510095,Hyogo,Kobe,Chuoku,Asahidori
6510076,Hyogo,Kobe,Chuoku,Azumadori
6510092,Hyogo,Kobe,Chuoku,Ikutacho
6510086,Hyogo,Kobe,Chuoku,Isogamidori
6510084,Hyogo,Kobe,Chuoku,Isobedori
6500032,Hyogo,Kobe,Chuoku,Itomachi
6500033,Hyogo,Kobe,Chuoku,Edomachi
6510088,Hyogo,Kobe,Chuoku,Onoedori
6510082,Hyogo,Kobe,Chuoku,Onohamacho
6500024,Hyogo,Kobe,Chuoku,Kaigandori
6510053,Hyogo,Kobe,Chuoku,Kagoikedori
6500001,Hyogo,Kobe,Chuoku,Kanocho
6510061,Hyogo,Kobe,Chuoku,Kamitsutsuidori
6510067,Hyogo,Kobe,Chuoku,Kamiwakadori
6500012,Hyogo,Kobe,Chuoku,Kitanagasadori
6500002,Hyogo,Kobe,Chuoku,Kitanocho
6510075,Hyogo,Kobe,Chuoku,Kitahommachidori
6500034,Hyogo,Kobe,Chuoku,Kyomachi
6500017,Hyogo,Kobe,Chuoku,Kusunokicho
6510066,Hyogo,Kobe,Chuoku,Kunikadori
6510096,Hyogo,Kobe,Chuoku,Kumoidori
6510056,Hyogo,Kobe,Chuoku,Kumochicho
6510055,Hyogo,Kobe,Chuoku,Kumochibashidori
6500048,Hyogo,Kobe,Chuoku,Kobekuko
6500007,Hyogo,Kobe,Chuoku,Kobekojikata
6510087,Hyogo,Kobe,Chuoku,Gokodori
6510094,Hyogo,Kobe,Chuoku,Kotonocho
6500026,Hyogo,Kobe,Chuoku,Kominatodori
6500023,Hyogo,Kobe,Chuoku,Sakaemachidori
6510062,Hyogo,Kobe,Chuoku,Sakaguchidori
6500021,Hyogo,Kobe,Chuoku,Sannomiyacho
6510079,Hyogo,Kobe,Chuoku,Shinonomedori
6500011,Hyogo,Kobe,Chuoku,Shimoyamatedori
6500041,Hyogo,Kobe,Chuoku,Shinkocho
6510051,Hyogo,Kobe,Chuoku,Shinsenjidori
6500006,Hyogo,Kobe,Chuoku,Suwayamacho
6510064,Hyogo,Kobe,Chuoku,Dainichidori
6500016,Hyogo,Kobe,Chuoku,Tachibanadori
6500015,Hyogo,Kobe,Chuoku,Tamondori
6510071,Hyogo,Kobe,Chuoku,Tsutsuicho
6510057,Hyogo,Kobe,Chuoku,Nakaocho
6510052,Hyogo,Kobe,Chuoku,Nakajimadori
6500027,Hyogo,Kobe,Chuoku,Nakamachidori
6500004,Hyogo,Kobe,Chuoku,Nakayamatedori
6500035,Hyogo,Kobe,Chuoku,Naniwamachi
6500038,Hyogo,Kobe,Chuoku,Nishimachi
6510093,Hyogo,Kobe,Chuoku,Ninomiyacho
6510097,Hyogo,Kobe,Chuoku,Nunobikicho
6510054,Hyogo,Kobe,Chuoku,Nozakidori
6510068,Hyogo,Kobe,Chuoku,Hatatsukadori
6510085,Hyogo,Kobe,Chuoku,Hachimandori
6500042,Hyogo,Kobe,Chuoku,Hatobacho
6500013,Hyogo,Kobe,Chuoku,Hanakumacho
6510083,Hyogo,Kobe,Chuoku,Hamabedori
6500036,Hyogo,Kobe,Chuoku,Harimamachi
6500044,Hyogo,Kobe,Chuoku,Higashikawasakicho
6500031,Hyogo,Kobe,Chuoku,Higashimachi
6510077,Hyogo,Kobe,Chuoku,Higuredori
6510058,Hyogo,Kobe,Chuoku,Fukiaicho
6500005,Hyogo,Kobe,Chuoku,Futatabisujicho
6500043,Hyogo,Kobe,Chuoku,Bentencho
6500039,Hyogo,Kobe,Chuoku,Maemachi
6510081,Hyogo,Kobe,Chuoku,Masagodori
6500045,Hyogo,Kobe,Chuoku,Minatojima
6500046,Hyogo,Kobe,Chuoku,Minatojimanakamachi
6500047,Hyogo,Kobe,Chuoku,Minatojimaminamimachi
6510074,Hyogo,Kobe,Chuoku,Minamihommachidori
6510063,Hyogo,Kobe,Chuoku,Miyamotodori
6500014,Hyogo,Kobe,Chuoku,Motomachikokadori
6500022,Hyogo,Kobe,Chuoku,Motomachidori
6510078,Hyogo,Kobe,Chuoku,Yagumodori
6500003,Hyogo,Kobe,Chuoku,Yamamotodori
6510091,Hyogo,Kobe,Chuoku,Wakanadori
6510073,Hyogo,Kobe,Chuoku,Wakinohamakaigandori
6510072,Hyogo,Kobe,Chuoku,Wakinohamacho
6510065,Hyogo,Kobe,Chuoku,Warizukadori
6500000,Hyogo,Kobe,Nishiku,Ikanikeisaiganaibaai
6512224,Hyogo,Kobe,Nishiku,Akibadai
6512134,Hyogo,Kobe,Nishiku,Akebonocho
6512141,Hyogo,Kobe,Nishiku,Amagaoka
6512113,Hyogo,Kobe,Nishiku,Ikawadanicho Arise
6512106,Hyogo,Kobe,Nishiku,Ikawadanicho Ibuki
6512105,Hyogo,Kobe,Nishiku,Ikawadanicho Kamiwaki
6512107,Hyogo,Kobe,Nishiku,Ikawadanicho Kodera
6512124,Hyogo,Kobe,Nishiku,Ikawadanicho Junna
6512108,Hyogo,Kobe,Nishiku,Ikawadanicho Zenkai
6512104,Hyogo,Kobe,Nishiku,Ikawadanicho Nagasaka
6512101,Hyogo,Kobe,Nishiku,Ikawadanicho Fusehata
6512115,Hyogo,Kobe,Nishiku,Ikawadanicho Befu
6512111,Hyogo,Kobe,Nishiku,Ikegami
6512242,Hyogo,Kobe,Nishiku,Ibukidai Higashimachi
6512243,Hyogo,Kobe,Nishiku,Ibukidai Nishimachi
6512244,Hyogo,Kobe,Nishiku,Ibukidai Kitamachi
6512114,Hyogo,Kobe,Nishiku,Imadera
6512401,Hyogo,Kobe,Nishiku,Iwaokacho Iwaoka
6512402,Hyogo,Kobe,Nishiku,Iwaokacho Inji
6512403,Hyogo,Kobe,Nishiku,Iwaokacho Nishiwaki
6512405,Hyogo,Kobe,Nishiku,Iwaokacho Nonaka
6512404,Hyogo,Kobe,Nishiku,Iwaokacho Furusato
6512133,Hyogo,Kobe,Nishiku,Edayoshi
6512135,Hyogo,Kobe,Nishiku,Otsukadai
6512414,Hyogo,Kobe,Nishiku,Osawa
6512112,Hyogo,Kobe,Nishiku,Otsuwa
6512212,Hyogo,Kobe,Nishiku,Oshibedanicho Oshibe
6512222,Hyogo,Kobe,Nishiku,Oshibedanicho Kizu
6512203,Hyogo,Kobe,Nishiku,Oshibedanicho Kinko
6512223,Hyogo,Kobe,Nishiku,Oshibedanicho Komi
6512221,Hyogo,Kobe,Nishiku,Oshibedanicho Kobata
6512207,Hyogo,Kobe,Nishiku,Oshibedanicho Saita
6512211,Hyogo,Kobe,Nishiku,Oshibedanicho Sakae
6512204,Hyogo,Kobe,Nishiku,Oshibedanicho Takawa
6512202,Hyogo,Kobe,Nishiku,Oshibedanicho Nishimori
6512213,Hyogo,Kobe,Nishiku,Oshibedanicho Fukusumi
6512205,Hyogo,Kobe,Nishiku,Oshibedanicho Yoda
6512206,Hyogo,Kobe,Nishiku,Oshibedanicho Wada
6512103,Hyogo,Kobe,Nishiku,Gakuennishimachi
6512102,Hyogo,Kobe,Nishiku,Gakuenhigashimachi
6512275,Hyogo,Kobe,Nishiku,Kashinodai
6512276,Hyogo,Kobe,Nishiku,Kasugadai
6512411,Hyogo,Kobe,Nishiku,Kamishinchi
6512272,Hyogo,Kobe,Nishiku,Karibadai
6512303,Hyogo,Kobe,Nishiku,Kandecho Ioroi
6512333,Hyogo,Kobe,Nishiku,Kandecho Ikeda
6512302,Hyogo,Kobe,Nishiku,Kandecho Kogami
6512304,Hyogo,Kobe,Nishiku,Kandecho Kosokuno
6512313,Hyogo,Kobe,Nishiku,Kandecho Tai
6512331,Hyogo,Kobe,Nishiku,Kandecho Hirotani
6512321,Hyogo,Kobe,Nishiku,Kandecho Hosei
6512334,Hyogo,Kobe,Nishiku,Kandecho Yuda
6512301,Hyogo,Kobe,Nishiku,Kandecho Yoshinari
6512311,Hyogo,Kobe,Nishiku,Kandecho Higashi
6512312,Hyogo,Kobe,Nishiku,Kandecho Minami
6512332,Hyogo,Kobe,Nishiku,Kandecho Kita
6512117,Hyogo,Kobe,Nishiku,Kitabefu
6512215,Hyogo,Kobe,Nishiku,Kitayamadai
6512273,Hyogo,Kobe,Nishiku,Kojidai
6512144,Hyogo,Kobe,Nishiku,Koyama
6512226,Hyogo,Kobe,Nishiku,Sakuragaoka Nakamachi
6512225,Hyogo,Kobe,Nishiku,Sakuragaoka Higashimachi
6512227,Hyogo,Kobe,Nishiku,Sakuragaoka Nishimachi
6512129,Hyogo,Kobe,Nishiku,Shiramizu
6512109,Hyogo,Kobe,Nishiku,Zenkaiminamimachi
6512201,Hyogo,Kobe,Nishiku,Takaodai
6512271,Hyogo,Kobe,Nishiku,Takatsukadai
6512274,Hyogo,Kobe,Nishiku,Takenodai
6512145,Hyogo,Kobe,Nishiku,Tamatsucho Isumi
6512128,Hyogo,Kobe,Nishiku,Tamatsucho Imazu
6512126,Hyogo,Kobe,Nishiku,Tamatsucho Kamiike
6512122,Hyogo,Kobe,Nishiku,Tamatsucho Kozubashi
6512144,Hyogo,Kobe,Nishiku,Tamatsucho Koyama
6512125,Hyogo,Kobe,Nishiku,Tamatsucho Shimpo
6512147,Hyogo,Kobe,Nishiku,Tamatsucho Tanaka
6512137,Hyogo,Kobe,Nishiku,Tamatsucho Deai
6512127,Hyogo,Kobe,Nishiku,Tamatsucho Nishigawara
6512142,Hyogo,Kobe,Nishiku,Tamatsucho Futatsuya
6512143,Hyogo,Kobe,Nishiku,Tamatsucho Maruzuka
6512121,Hyogo,Kobe,Nishiku,Tamatsucho Mitani
6512138,Hyogo,Kobe,Nishiku,Tamatsucho Yoshida
6512217,Hyogo,Kobe,Nishiku,Tsukigaoka
6512123,Hyogo,Kobe,Nishiku,Tennozan
6512136,Hyogo,Kobe,Nishiku,Nakano
6512148,Hyogo,Kobe,Nishiku,Nagahatacho
6512234,Hyogo,Kobe,Nishiku,Hasetanicho Iketani
6512238,Hyogo,Kobe,Nishiku,Hasetanicho Sugano
6512237,Hyogo,Kobe,Nishiku,Hasetanicho Taniguchi
6512231,Hyogo,Kobe,Nishiku,Hasetanicho Teratani
6512236,Hyogo,Kobe,Nishiku,Hasetanicho Tochinoki
6512232,Hyogo,Kobe,Nishiku,Hasetanicho Tomokiyo
6512235,Hyogo,Kobe,Nishiku,Hasetanicho Hase
6512233,Hyogo,Kobe,Nishiku,Hasetanicho Fukutani
6512239,Hyogo,Kobe,Nishiku,Hasetanicho Matsumoto
6512266,Hyogo,Kobe,Nishiku,Hiranocho Inji
6512256,Hyogo,Kobe,Nishiku,Hiranocho Ono
6512264,Hyogo,Kobe,Nishiku,Hiranocho Ohata
6512261,Hyogo,Kobe,Nishiku,Hiranocho Katada
6512268,Hyogo,Kobe,Nishiku,Hiranocho Kuroda
6512255,Hyogo,Kobe,Nishiku,Hiranocho Keimei
6512262,Hyogo,Kobe,Nishiku,Hiranocho Shigeta
6512254,Hyogo,Kobe,Nishiku,Hiranocho Shibasaki
6512251,Hyogo,Kobe,Nishiku,Hiranocho Shimomura
6512263,Hyogo,Kobe,Nishiku,Hiranocho Tsunemoto
6512257,Hyogo,Kobe,Nishiku,Hiranocho Nakatsu
6512267,Hyogo,Kobe,Nishiku,Hiranocho Nishitoda
6512252,Hyogo,Kobe,Nishiku,Hiranocho Fukunaka
6512265,Hyogo,Kobe,Nishiku,Hiranocho Miyamae
6512253,Hyogo,Kobe,Nishiku,Hiranocho Mukai
6512413,Hyogo,Kobe,Nishiku,Fukuyoshidai
6512214,Hyogo,Kobe,Nishiku,Fujimigaoka
6512142,Hyogo,Kobe,Nishiku,Futatsuya
6512143,Hyogo,Kobe,Nishiku,Maruzuka
6512277,Hyogo,Kobe,Nishiku,Mikatadai
6512121,Hyogo,Kobe,Nishiku,Mitani
6512228,Hyogo,Kobe,Nishiku,Mitsugaoka
6512116,Hyogo,Kobe,Nishiku,Minamibefu
6512216,Hyogo,Kobe,Nishiku,Mihogaoka
6512146,Hyogo,Kobe,Nishiku,Miyashita
6512241,Hyogo,Kobe,Nishiku,Murotani
6512131,Hyogo,Kobe,Nishiku,Mochiko
6512132,Hyogo,Kobe,Nishiku,Moritomo
6512412,Hyogo,Kobe,Nishiku,Ryugaoka
6512120,Hyogo,Kobe,Nishiku,Waidori
